player_name,avg_release_spin_rate,avg_release_speed,avg_effective_speed,avg_vx0,avg_vy0,avg_vz0,age,height,weight,bats,throws,recurrence,event,num_games
"Boushley, Caleb",2238.4438501206932,86.09736394557824,86.01706989247312,3.556522490696081,-125.3744122017963,-3.3227727834860232,30.665754049737625,75.0,190.0,0.0,0.0,0,0.0,3
"Bowlan, Jonathan",2274.4411764705883,91.79117647058824,92.08382352941176,7.448204409944189,-133.37032297953294,-5.448339574020004,27.408624229979463,78.0,240.0,0.0,0.0,0,0.0,1
"Brice, Austin",2305.1031746031745,89.97916666666667,88.9654761904762,6.743338883432344,-130.88591580372676,0.09450675058564369,31.747205110654804,76.0,238.0,0.0,0.0,0,0.0,3
"Brieske, Beau",2390.2465827518645,92.50291042578503,92.21206653852774,4.869040991551098,-134.5250016818415,-6.43573286672443,26.31308568228486,75.0,200.0,0.0,0.0,0,0.0,55
"Brigham, Jeff",2508.5055555555555,89.41444444444444,88.90277777777777,5.596915305739383,-130.09715752393348,-3.3009802094891776,32.09856262833676,72.0,195.0,0.0,0.0,0,0.0,3
"Brooks, Aaron",2112.1972686939102,88.74744161423088,88.39751178952594,6.659047199712539,-129.02419007825745,-4.83229966113461,34.0602327173169,76.0,230.0,0.0,0.0,0,0.0,6
"Brown, Hunter",2182.5698359172547,92.23895734232462,92.62606292798716,4.676393823621229,-134.1540364806244,-5.339979499719593,25.817771872609416,74.0,212.0,0.0,0.0,0,0.0,34
"Bruihl, Justin",2449.148061544367,84.62039382210563,85.38369132919625,-7.246598698410206,-123.07242514906713,-2.1710763247701306,26.894455852156057,74.0,215.0,0.0,0.0,0,0.0,10
"Buchanan, David",2137.0271272563364,86.55519597598705,85.94024934947856,5.773258397350426,-125.91621476420049,-4.026448823697795,35.011635865845314,75.0,200.0,0.0,0.0,0,0.0,3
"Bummer, Aaron",2334.2917568603393,87.9153711042465,87.88079799483818,-6.1623474726211045,-127.88553955154079,-1.6303247068641937,30.760301163586583,75.0,215.0,0.0,0.0,0,0.0,60
"Burnes, Corbin",2714.610261147468,90.29817352762244,90.77800690066799,2.1483083961198446,-131.43924374150077,-4.987512527570276,29.671262344773634,75.0,225.0,0.0,0.0,0,0.0,35
"Burr, Ryan",2405.1382166317367,88.70186598061161,89.85697929678487,4.426386776790885,-129.07687296319713,-5.3489252021533185,30.207351934613683,76.0,220.0,0.0,0.0,0,0.0,34
"Busenitz, Alan",2370.7534893267657,89.26337746305418,88.56458846469623,3.6690050883384173,-129.96509262752468,-3.994890323353828,33.86228610540726,73.0,180.0,0.0,0.0,0,0.0,5
"Cabrera, Oswaldo",1430.4166666666667,59.375,58.44166666666666,6.120113418805573,-86.13472568719226,2.707270782482692,25.27310061601643,72.0,200.0,0.0,0.0,0,0.0,1
"Canning, Griffin",2184.2836008943527,89.3182629495258,88.69754321542028,4.8540986706061116,-129.94851859900567,-3.856943475039703,28.116036558360513,74.0,180.0,0.0,0.0,0,0.0,34
"Cano, Yennier",2076.6211824761285,93.73789043783245,93.16970439029132,8.43084139174807,-136.22344159261544,-3.260944882290361,30.28948083973259,76.0,185.0,0.0,0.0,0,0.0,73
"Carasiti, Matt",1609.828159430439,88.21372882819796,88.56881386554623,4.543715799370822,-128.41358858950915,-3.870675636092369,32.78601207143302,74.0,205.0,0.0,0.0,0,0.0,11
"Castellanos, Humberto",1998.0681259600615,87.4553955453149,87.18535906298003,8.791798217758934,-127.04247894785411,0.9476507811109373,26.227241615331963,71.0,222.0,0.0,0.0,0,0.0,8
"Castillo, Max",1992.0416666666667,87.46249999999999,88.05957446808512,6.887917195120831,-127.19057673428776,-4.386224412905972,24.867898699520875,74.0,280.0,0.0,0.0,0,0.0,1
"Castro, Willi",1335.0277777777778,53.66944444444444,51.919444444444444,1.9106518427328671,-77.89909149856774,2.564468480147701,27.017111567419576,73.0,206.0,0.0,0.0,0,0.0,2
"Cease, Dylan",2671.864986814622,90.88839490836473,90.88368485744145,3.665610336745991,-132.2527714491572,-4.888028266746117,28.507034755494715,74.0,195.0,0.0,0.0,0,0.0,36
"Cecconi, Slade",2342.6711492861746,89.17902009627436,89.65282273162204,6.344369910050417,-129.6887248615042,-3.138368642656375,24.991623480329842,76.0,219.0,0.0,0.0,0,0.0,21
"Chafin, Andrew",2337.465185207766,87.26673300531431,87.6610517728252,-5.8806634891389695,-126.86443590320616,-5.876140374932671,34.02592402464066,74.0,235.0,0.0,0.0,0,0.0,64
"Chapman, Aroldis",2184.576119092107,94.49295483282046,96.46214600283076,-1.2662715782071203,-137.50656855280124,-6.496203404222666,36.32719300856075,76.0,218.0,0.0,0.0,0,0.0,69
"Chavez, Jesse",2133.1394033054194,87.9199315085869,88.04904380035266,5.557086140370215,-127.95595790512415,-2.35219478918519,40.83320063138192,73.0,175.0,0.0,0.0,0,0.0,49
"Chirinos, Yonny",2099.887391406806,89.16837042383341,88.82328739987679,4.213588025435934,-129.71490802174628,-5.23177811425124,30.446954140999317,74.0,225.0,0.0,0.0,0,0.0,8
"Civale, Aaron",2629.2889219981776,86.5950942066568,85.51358794117148,2.425174892905633,-126.03048081865936,-3.6527315224347077,29.04137888121461,74.0,215.0,0.0,0.0,0,0.0,33
"Clase, Emmanuel",2583.61461630933,97.8402858411752,98.68360054913674,1.4226987341000579,-142.44781718011598,-6.394286873059335,26.28926697304521,74.0,206.0,0.0,0.0,0,0.0,84
"Cleavinger, Garrett",2532.346595534024,89.90063980777963,89.42224992026885,-2.711521145768313,-130.88439498010374,-2.6204134202774174,30.16916006649067,73.0,220.0,0.0,0.0,0,0.0,70
"Clement, Ernie",1253.9375,70.0625,67.5625,6.358266644704109,-101.54037438115624,1.3435743192846408,28.34223134839151,72.0,170.0,0.0,0.0,0,0.0,1
"Coleman, Dylan",2376.4375,91.41875,91.55,6.1880629109234855,-132.85492707418248,-5.846575485300376,27.54551676933607,77.0,230.0,0.0,0.0,0,0.0,1
"Contreras, Roansy",2349.722450487113,89.63797009691224,89.86924655270542,3.384765024399184,-130.43717295674065,-4.665498417695478,24.63886695098194,72.0,175.0,0.0,0.0,0,0.0,52
"Corbin, Patrick",2146.977701088735,85.68807284143433,86.42596589013803,-6.803408470868975,-124.58506204252996,-4.772313752023392,34.93389749652583,76.0,222.0,0.0,0.0,0,0.0,33
"Crawford, Brandon",1917.5428571428567,85.79428571428572,85.23714285714286,6.253592410187828,-124.72942761631508,-3.109548428717903,37.51403148528405,73.0,223.0,0.0,0.0,0,0.0,1
"Crawford, Kutter",2316.4371805381397,86.83400811317158,86.54424646521659,3.2142715576588343,-126.38369784544277,-3.807016683069234,28.224425540236627,73.0,209.0,0.0,0.0,0,0.0,35
"Crismatt, Nabil",1806.564209561886,83.48601016158588,84.19583316674996,7.185616564242201,-121.369804064814,-2.171698892536907,29.343737166324434,73.0,220.0,0.0,0.0,0,0.0,5
"Crochet, Garrett",2509.0349579235262,94.04646721062949,95.26691404781984,-7.463898654027167,-136.70757017667316,-5.63505870387139,25.003214900545498,78.0,230.0,0.0,0.0,0,0.0,33
"Crouse, Hans",2160.7971603101864,88.52344397061498,86.70027050171399,4.231226394178135,-128.79843406989792,-4.200956370874808,25.83520244300532,76.0,180.0,0.0,0.0,0,0.0,26
"Cruz, Fernando",1736.110377696522,87.5372624931641,88.49613953176441,3.789490382458236,-127.39522004831572,-4.669773590098523,34.224617841660965,74.0,205.0,0.0,0.0,0,0.0,72
"Cruz, Steven",2208.6136858597724,94.34267371719547,95.25344248596423,9.22752875816362,-137.0298687514827,-5.409407243089226,25.157654574492355,79.0,225.0,0.0,0.0,0,0.0,6
"Cuas, Jose",2437.8448681790296,89.61746351827134,89.4485596987603,11.283869360292686,-129.96575568529965,1.42332717616619,29.85574948665298,75.0,195.0,0.0,0.0,0,0.0,16
"Cueto, Johnny",1858.9017498565693,86.85877796901894,86.14927567412508,6.755355588741157,-126.35403353126513,-2.6876310747263323,38.521560574948666,71.0,229.0,0.0,0.0,0,0.0,2
"Curtiss, John",2383.704358974359,90.88757264957265,91.16266666666668,6.72319026441221,-132.18087776202697,-5.9434960319398025,31.087904566343987,77.0,220.0,0.0,0.0,0,0.0,7
"Daniel, Davis",2108.2378616508645,86.48554157072947,87.00482368144536,4.299069661235163,-125.84252692353805,-3.4226321138615785,27.107460643394933,73.0,190.0,0.0,0.0,0,0.0,6
"Danner, Hagen",2102.470588235294,92.50588235294116,92.98823529411764,4.589470502011901,-134.63499989061333,-4.310163974554504,25.45927446954141,73.0,215.0,0.0,0.0,0,0.0,1
"Davidson, Tucker",1923.44776119403,85.45522388059702,85.97462686567164,-4.460432252201769,-124.36554339262472,-4.229550092907674,28.511978097193705,74.0,215.0,0.0,0.0,0,0.0,1
"Davis, Austin",2467.529577664399,87.9843962585034,88.20848497732426,-4.52394380304022,-128.1073910209204,-2.2854642426562215,31.42661582086634,76.0,235.0,0.0,0.0,0,0.0,7
"Davis, Noah",2340.6802828668833,88.88452544923871,88.09987130140134,6.805820228129421,-129.31591924971917,-3.4752387097409407,27.265951783405583,74.0,195.0,0.0,0.0,0,0.0,9
"De Los Santos, Enyel",2197.005803379843,90.77257955989896,90.5533949360975,6.176080947483817,-132.02634066972837,-3.8294628050868864,28.49478097193703,75.0,235.0,0.0,0.0,0,0.0,64
"De Los Santos, Yerry",2131.4608150470217,90.70768025078371,90.96849529780565,8.380478108008905,-131.79882492764872,-5.019234100850149,26.269678302532512,74.0,215.0,0.0,0.0,0,0.0,3
"Detmers, Reid",2110.749498496852,87.86545833995355,87.3948494758742,-4.208492596775247,-127.81892267297357,-4.1495772168510205,24.902914370114196,74.0,210.0,0.0,0.0,0,0.0,19
"Diekman, Jake",2382.509790429968,90.56720432901642,90.45411382209774,-11.584792656429713,-131.31382367254315,-3.4016044156801652,37.337797220486266,76.0,195.0,0.0,0.0,0,0.0,46
"Dobnak, Randy",1944.6565098039216,87.10566250500202,85.90812364945978,5.850569961059855,-126.75629950014638,-1.4300419759855905,29.580287474332653,73.0,230.0,0.0,0.0,0,0.0,5
"Dodd, Dylan",2209.4411764705883,86.88235294117646,87.25588235294117,-5.5830340606133,-126.4183010921594,-3.1228765807320187,25.984941820670777,74.0,210.0,0.0,0.0,0,0.0,2
"Doval, Camilo",2446.397184303087,93.5467505794705,93.90533100310154,4.409728522892877,-136.20285233760916,-3.927369628520652,26.977968856947296,74.0,185.0,0.0,0.0,0,0.0,64
"Duffey, Tyler",2391.722785910286,85.36929627492128,85.41208578146077,6.291378980136131,-124.16020378623011,-2.2107108644468614,33.361928663776716,75.0,220.0,0.0,0.0,0,0.0,9
"Duffy, Danny",2154.608695652174,86.8,87.6608695652174,-1.287656380976354,-126.30046544239195,-4.266117078741107,35.25119780971937,75.0,205.0,0.0,0.0,0,0.0,2
"Duplantier, Jon",2519.875,92.2375,93.925,6.16477475574097,-134.14614813715983,-5.065596919348424,29.700205338809035,76.0,229.0,0.0,0.0,0,0.0,1
"Elder, Bryce",2185.1562934957574,87.66556588039698,87.08824151789611,3.7415199210322343,-127.53379415460938,-6.217813718124393,25.0652977412731,74.0,220.0,0.0,0.0,0,0.0,10
"Emanuel, Kent",2079.6233839396436,84.89924681222482,84.16293508922485,-7.2233061166023855,-123.41685157286604,-2.287528790447575,32.09055967988206,76.0,225.0,0.0,0.0,0,0.0,13
"Englert, Mason",2158.4418454193783,88.37235748044766,88.07571222576166,6.391105097881427,-128.5173241429889,-3.466745613316057,24.602116569262357,76.0,206.0,0.0,0.0,0,0.0,13
"Escobar, Edwin",2187.1428571428573,86.43571428571427,85.87142857142858,-4.915919492638077,-125.84102043012358,-2.83792999869632,31.91147615788273,74.0,225.0,0.0,0.0,0,0.0,3
"Espino, Paolo",2329.6008707431483,81.05161203171998,81.0795346585053,1.6631722764741301,-117.89919210325328,-1.3461452637085458,37.28459958932238,70.0,211.0,0.0,0.0,0,0.0,5
"Estes, Joey",2351.145870457498,87.2668419645804,86.66954139560917,5.496619706294134,-126.93741654249757,-3.343620919858899,22.783080082135527,74.0,190.0,0.0,0.0,0,0.0,25
"Farmer, Buck",2386.8882770746723,87.75554201419143,87.39612054219349,4.249495873328808,-127.71457718235949,-3.17475559497457,33.350231006160165,76.0,232.0,0.0,0.0,0,0.0,64
"Farmer, Kyle",1057.8834933182761,41.03184641445511,38.86246941464333,2.4845657450068575,-58.94697825600192,7.337329042412541,34.07802874743327,72.0,205.0,0.0,0.0,0,0.0,3
"Fedde, Erick",2070.9731951555923,89.24173792091455,90.07837872002553,4.123132385853829,-129.93001283317318,-3.6254786338166065,31.322296372347708,76.0,203.0,0.0,0.0,0,0.0,32
"Ferguson, Caleb",2429.0096086593617,90.0132463052287,90.30420311976478,-7.027604236164801,-130.87362744508658,-3.7764195723696092,27.976396407607908,75.0,226.0,0.0,0.0,0,0.0,66
"Festa, Matt",2520.025730160027,88.31042528205276,88.53366945101762,5.076283284483203,-128.55001188791826,-0.7405592376443161,31.479520155625202,73.0,195.0,0.0,0.0,0,0.0,19
"Finnegan, Kyle",1791.153584099525,94.19589248655059,94.91971633018204,6.609571698940825,-137.00180502001976,-5.104084716706301,32.799452429842574,74.0,197.0,0.0,0.0,0,0.0,66
"Flaherty, Jack",2329.4680561763257,87.16549167157368,87.71177400196464,5.434333694677932,-126.82812702186345,-3.1080262407511414,28.73194485186272,76.0,225.0,0.0,0.0,0,0.0,35
"Fleming, Josh",1771.3019388003697,86.7460286110862,87.08778117253391,-7.920111617814416,-126.10860726139403,-2.032662075593515,27.969981421726803,74.0,220.0,0.0,0.0,0,0.0,28
"Flexen, Chris",2171.3146142929204,85.40343287314903,85.48517448507758,0.4194967447381896,-124.28083805716469,-5.648075892571422,29.982203969883642,75.0,219.0,0.0,0.0,0,0.0,34
"Floro, Dylan",2041.8783237233472,87.57878984201828,87.80488628591145,10.081711697890071,-127.13708136788924,-4.189243705189213,33.45634105798378,74.0,203.0,0.0,0.0,0,0.0,70
"Foley, Jason",2088.3472943875763,94.16305350714664,94.78483355207176,6.703948266441412,-136.95528570204226,-4.2077369949309515,28.660347106973088,76.0,215.0,0.0,0.0,0,0.0,73
"Gaddis, Hunter",2325.8513232858304,90.02439544107864,91.00019518078082,7.779934553715647,-130.83704316720807,-5.001113594831114,26.237746964138772,78.0,260.0,0.0,0.0,0,0.0,89
"Garrett, Amir",1952.6907468537906,88.960905036992,88.94896291309334,-5.461557189001904,-129.31063576375374,-5.217922383295262,31.97535934291581,77.0,239.0,0.0,0.0,0,0.0,8
"Garza, Justin",2170.8,90.36,89.62,5.989723047906726,-131.39429623055574,-3.738705112772772,30.006844626967833,70.0,170.0,0.0,0.0,0,0.0,3
"Gilbert, Logan",1858.3756804645805,90.32927387920027,92.37931889024374,3.2481217359519987,-131.45228178867558,-4.513229953549846,27.13656008604674,78.0,215.0,0.0,0.0,0,0.0,35
"Gilbert, Tyler",2176.6366522366525,90.09126863876864,89.63308561808562,-8.005737735709499,-130.96220033027308,-2.006128101095218,30.663146572797494,75.0,223.0,0.0,0.0,0,0.0,7
"Gillaspie, Logan",2160.726431888545,89.7991670464039,89.78937798484625,2.1964734514563355,-130.6884180654913,-4.469290681087216,27.23796486424823,74.0,220.0,0.0,0.0,0,0.0,9
"Ginkel, Kevin",2430.0792763187364,92.55268408734675,93.55290035733255,6.7021664313547324,-134.56515174634785,-6.247313902330083,30.268272379155338,76.0,235.0,0.0,0.0,0,0.0,74
"Givens, Mychal",2286.8722222222223,85.68422222222222,85.47588888888889,6.91353073464731,-124.62772118614683,1.220479637866774,33.8507871321013,72.0,239.0,0.0,0.0,0,0.0,2
"Gore, MacKenzie",2256.6616261007835,91.60786717816652,92.80102815815961,-5.882219997013743,-133.23529002888574,-4.836150048965684,25.336237114471203,74.0,197.0,0.0,0.0,0,0.0,33
"Gose, Anthony",2183.438725490196,91.84229691876752,91.33490896358543,-3.8626484950353186,-133.6910038355726,-4.34874246270998,33.8672142368241,72.0,200.0,0.0,0.0,0,0.0,5
"Greene, Shane",2486.153846153846,82.4076923076923,82.53846153846153,5.907502849115359,-119.89466034428872,-3.196976993856537,35.34360027378508,76.0,200.0,0.0,0.0,0,0.0,4
"Guenther, Sean",1858.2306131517028,85.30418141053836,85.27220479053034,-7.846213338375472,-123.9830668926731,-2.137917299617293,28.6863294132288,71.0,194.0,0.0,0.0,0,0.0,22
"Gutierrez, Vladimir",2043.9957788671024,86.62342592592593,87.46742424242424,5.451913678389272,-126.05048530884208,-1.42915587115609,28.509924709103352,73.0,190.0,0.0,0.0,0,0.0,4
"Gómez, Yoendrys",2424.2727582348075,86.991271725674,87.9768773955681,4.21349677815736,-126.57995290656876,-2.970811713013274,24.710746064339496,75.0,212.0,0.0,0.0,0,0.0,5
"Hader, Josh",2309.1941675954076,93.13428326050524,93.48099977533569,-9.001398773943706,-135.22184123594118,-5.288607823797447,30.229450148300252,75.0,180.0,0.0,0.0,0,0.0,75
"Hall, DL",2259.641199867532,87.75804330009481,88.59673879084544,-7.502887484285661,-127.56345801490203,-2.970354960746474,25.804061145334245,74.0,195.0,0.0,0.0,0,0.0,15
"Hampson, Garrett",1313.923076923077,55.97692307692308,54.53846153846154,4.64587004576925,-81.25370535732795,3.242430886476351,29.87542778918549,71.0,196.0,0.0,0.0,0,0.0,1
"Hancock, Emerson",2227.908628945572,90.34926209375116,90.57244516346063,6.413216847921378,-131.4167924797933,-3.6064984490881677,24.99227534956488,76.0,213.0,0.0,0.0,0,0.0,14
"Hanifee, Brenan",2010.7829966897955,92.64000492761186,92.43199309311781,8.512923060390547,-134.63568264992793,-3.914727895266399,26.221765913757697,77.0,215.0,0.0,0.0,0,0.0,24
"Harris, Hobie",1997.857142857143,89.13571428571429,89.27619047619048,4.362220057582412,-129.73666656997693,-5.650881042714481,30.7460643394935,75.0,212.0,0.0,0.0,0,0.0,3
"Harris, Hogan",2291.4013492141394,85.71001718574813,86.0356274162817,-6.880288456803531,-124.50990344859223,-3.2638498904616817,27.587627521919096,75.0,230.0,0.0,0.0,0,0.0,21
"Hartlieb, Geoff",2489.745962818544,93.38453250751638,94.11806129951292,8.491154703955644,-135.78658518197724,-5.179427612331108,30.475473420031943,77.0,240.0,0.0,0.0,0,0.0,6
"Hartwig, Grant",2252.7198057756195,90.05423928784393,89.71033733708151,5.719245926723978,-131.0162649195829,-1.1672714810570486,26.37234770704997,77.0,235.0,0.0,0.0,0,0.0,4
"Headrick, Brent",2092.9166666666665,86.01833333333335,86.72,-6.163048755724002,-125.00991916764342,-5.519921801969885,26.765229295003422,78.0,235.0,0.0,0.0,0,0.0,1
"Heaney, Andrew",2388.5993980082003,87.13952702981317,87.07376603322052,-9.042518292190719,-126.55059908636085,-1.6128622214072146,33.06767624914443,74.0,200.0,0.0,0.0,0,0.0,32
"Heasley, Jonathan",2289.2241837872275,85.5325575728619,85.55714890906195,3.706604475957447,-124.4456568863556,-3.049115290563688,27.19872233629934,75.0,225.0,0.0,0.0,0,0.0,6
"Hedges, Austin",1668.1,64.95,63.625,6.677073409342587,-94.33471383871628,1.482523138795901,31.89596167008898,73.0,223.0,0.0,0.0,0,0.0,1
"Helsley, Ryan",2476.810259176939,93.52190048190158,94.07136480376303,0.9839937033952089,-136.1204369921425,-5.852067500519307,29.91693201995854,74.0,230.0,0.0,0.0,0,0.0,69
"Henriquez, Ronny",2202.1437409077835,91.85651614161614,92.23113536768813,6.982801131684858,-133.57941758622266,-3.461908358576558,24.139630390143736,70.0,155.0,0.0,0.0,0,0.0,17
"Henry, Tommy",2051.0311323049905,85.60066349165164,86.17343661497445,-5.053855990934168,-124.54120510136795,-2.9106795900667595,26.745317652915187,75.0,205.0,0.0,0.0,0,0.0,11
"Hensley, David",1784.5,75.30384615384615,74.75769230769231,3.4298991489478423,-109.55661903924648,-1.9631970662329512,28.4435318275154,78.0,190.0,0.0,0.0,0,0.0,1
"Herget, Kevin",2177.2546684031254,87.73232997172688,86.60887720118436,5.572978030699539,-127.5485477362613,-5.480201926489722,33.235944069619634,70.0,185.0,0.0,0.0,0,0.0,7
"Hernandez, Adrian",2022.8,83.2,81.5,3.2128676301057792,-121.13667200779928,-0.2358402237482907,48.98562628336756,73.0,185.0,0.0,0.0,0,0.0,1
"Hernandez, Nick",2562.432207792208,85.7289025974026,86.17720779220778,6.091862637277691,-124.68798018379195,-3.4060693755063776,29.54907597535934,73.0,212.0,0.0,0.0,0,0.0,5
