player_name,avg_release_spin_rate,avg_release_speed,avg_effective_speed,avg_vx0,avg_vy0,avg_vz0,age,avg_pitches,height,weight,bats,throws,recurrence,event,num_games
"Bido, Osvaldo",2220.694616117806,90.36230265640177,90.57378801901409,5.996860799480202,-131.4311665172151,-4.615408983413006,27.75778073036196,56.88235294117647,75.0,175.0,0.0,0.0,0,0.0,17
"Bielak, Brandon",2236.825310984472,88.18123486440527,86.9146922504805,3.6588536708526544,-128.30006883632066,-4.599386246412653,27.179127913999277,84.94117647058823,74.0,208.0,0.0,0.0,0,0.0,17
"Bird, Jake",2256.776727577351,90.79344648088089,90.3738729576434,5.509022911791944,-132.22194671937473,-1.7018872989900509,27.54603474110661,19.527027027027028,75.0,200.0,0.0,0.0,0,0.0,74
"Blach, Ty",2128.225606588122,85.80166331388554,84.20628960459578,-9.236846617152986,-124.65280482126863,-3.039795250765926,32.69255721215368,56.391304347826086,73.0,215.0,0.0,0.0,0,0.0,23
"Blanco, Ronel",2169.067337130988,90.0919267886794,90.92388824140261,3.7251940896543694,-131.08950430036438,-5.164091996003252,29.704816455924203,51.31578947368421,72.0,180.0,0.0,0.0,0,0.0,19
"Bolton, Cody",2392.33833722311,91.50693590534354,91.73058436480238,6.69473061821714,-133.087149453594,-4.1351664378052,25.057875123583543,27.555555555555557,75.0,230.0,0.0,0.0,0,0.0,18
"Borucki, Ryan",2326.7056091372556,87.80528247135109,88.53259602623083,-5.278648652010219,-127.79422447153078,-3.425036180609723,29.345790554414783,13.625,76.0,210.0,0.0,0.0,0,0.0,40
"Boushley, Caleb",2220.4736842105262,86.7,86.17631578947368,4.418782963042762,-126.14976258082326,-2.972225718371228,29.99315537303217,38.0,75.0,190.0,0.0,0.0,0,0.0,1
"Bowden, Ben",2240.5625,86.28125,86.115625,-2.848806311531332,-125.54104239951158,-5.932256150108762,28.40520191649555,16.0,76.0,249.0,0.0,0.0,0,0.0,2
"Bowlan, Jonathan",2230.2924648786716,90.3705619412516,90.63320561941251,7.505775346418478,-131.34084798073536,-5.12010047248432,26.822724161533195,28.0,78.0,240.0,0.0,0.0,0,0.0,2
"Boyle, Joe",2471.962193468063,93.1181084506103,93.61560367060183,2.36820091314241,-135.4861941176568,-5.3714949268941625,24.11042664841433,80.0,79.0,240.0,0.0,0.0,0,0.0,3
"Bracho, Silvino",2146.7141441891445,85.3931605894106,85.13876456876457,4.022477541950581,-124.3465659285616,-1.7649087002340997,30.854483230663924,25.2,70.0,190.0,0.0,0.0,0,0.0,5
"Bradford, Cody",2014.5262123997702,87.37491294963996,88.90529620818955,-2.956726011277465,-127.13728543814146,-5.010152206476442,25.47975359342916,43.2,76.0,197.0,0.0,0.0,0,0.0,25
"Bradley, Archie",2050.0223927712254,89.99345394736842,90.60021109839816,6.057629479341393,-130.84385019591227,-5.557654328331383,30.864476386036962,37.25,76.0,215.0,0.0,0.0,0,0.0,4
"Bradley, Taj",2209.029858278678,90.6931763311105,90.76743149958216,3.8177855797954265,-131.92518397421162,-4.56016038386886,22.305984584709698,79.17391304347827,74.0,190.0,0.0,0.0,0,0.0,23
"Brash, Matt",2636.5179418847556,92.01420780860609,92.35502572718991,6.91941943699676,-133.83263634799312,-2.1732351287490568,25.117510559089162,16.26829268292683,73.0,173.0,0.0,0.0,0,0.0,82
"Brasier, Ryan",2369.1088864999942,91.35000603019233,92.45292325444213,4.369701165831826,-132.9602775380808,-4.179056770949259,35.8388090349076,15.328125,72.0,227.0,0.0,0.0,0,0.0,64
"Brewer, Colten",2633.7189319452477,88.3678205128205,88.39580296896087,4.319611778877189,-128.56982989624984,-3.9600201187337265,30.412502851927908,27.333333333333332,76.0,222.0,0.0,0.0,0,0.0,6
"Brigham, Jeff",2657.516380511053,87.83944899904876,87.53736132672091,4.889097441464894,-127.79753097443206,-3.1778722249327,31.29349760438056,19.05,72.0,195.0,0.0,0.0,0,0.0,40
"Bristo, Braden",2413.8007992007997,87.64794871794872,87.00869130869133,6.131150384665465,-127.55680423522051,-2.0767272806886234,28.478028747433264,26.4,72.0,180.0,0.0,0.0,0,0.0,5
"Brito, Jhony",2005.8241096509641,90.91392994449322,90.74233247353578,4.551538765795287,-132.26860133702993,-4.340925462087449,25.371136734586425,57.80769230769231,74.0,210.0,0.0,0.0,0,0.0,26
"Brogdon, Connor",2202.9726485331944,88.02569437923519,89.02951536824959,7.850614029749869,-127.90798668904691,-4.634496042751095,28.24013600936168,20.032258064516128,78.0,205.0,0.0,0.0,0,0.0,31
"Brosseau, Mike",1618.6333333333332,65.83777777777779,64.70222222222223,4.343145385121232,-95.75461820582991,0.14040540630226153,29.182751540041068,10.0,70.0,205.0,0.0,0.0,0,0.0,3
"Brown, Hunter",2234.3488716449842,91.51738986038463,92.04035545580112,3.8859838258090686,-133.13597699725204,-4.939100190511696,24.8652369001445,79.41666666666667,74.0,212.0,0.0,0.0,0,0.0,36
"Brubaker, JT",2427.222222222222,89.01282679738561,87.89862026862026,6.693095607668834,-129.41012471627198,-4.738761751890703,29.3305954825462,65.5,75.0,185.0,0.0,0.0,0,0.0,2
"Bruihl, Justin",2316.349167249787,84.51421060735758,84.99660571949805,-7.070036135616452,-122.89434883915143,-1.986115663447117,25.971252566735107,16.428571428571427,74.0,215.0,0.0,0.0,0,0.0,28
"Bumgarner, Madison",2128.0373166406284,85.28205778414535,85.84758852359444,-7.094445876320697,-123.99243236362632,-3.240894084642082,33.67191421400867,75.66666666666667,76.0,257.0,0.0,0.0,0,0.0,6
"Bummer, Aaron",2231.028190923712,89.39864550296183,89.67430713542574,-6.463470859035528,-130.02834491594072,-1.9424452863457595,29.751485718631507,17.634920634920636,75.0,215.0,0.0,0.0,0,0.0,63
"Burdi, Zack",2566.0804146537844,88.92950885668277,89.12039049919485,6.681696583415982,-129.3410996919691,-3.8624398739097803,28.156970111795573,25.0,75.0,210.0,0.0,0.0,0,0.0,3
"Burke, Brock",2192.7181879939776,92.61909915762986,93.89489261877011,-6.27289121491941,-134.6776070668044,-5.565089073590691,26.900941726262126,16.79310344827586,76.0,210.0,0.0,0.0,0,0.0,58
"Burnes, Corbin",2618.882088746801,90.70289411526942,91.39846445329387,1.6083400328416322,-132.0620661350857,-5.2154829801469,28.675779798572407,92.71428571428571,75.0,225.0,0.0,0.0,0,0.0,35
"Busenitz, Alan",2510.276819192743,90.72127326322219,89.99537095487344,2.812534081922531,-132.09647902019043,-3.826575434801385,32.80492813141684,16.285714285714285,73.0,180.0,0.0,0.0,0,0.0,7
"Buttrey, Ty",2031.2151702786377,89.65454076367391,89.30794633642931,6.693143347126551,-130.35591842706742,-5.834732792066212,29.968514715947983,21.0,78.0,240.0,0.0,0.0,0,0.0,4
"Caceres, Kelvin",2329.7285714285713,89.61047619047619,88.25238095238095,3.805161243611114,-130.35906264841034,-1.8934934282811335,23.672826830937716,18.0,73.0,205.0,0.0,0.0,0,0.0,2
"Calvo, Blair",2422.6363636363635,89.24545454545454,88.67272727272727,4.049333305577427,-129.92606163926163,-2.548988880401993,27.252566735112936,11.0,75.0,195.0,0.0,0.0,0,0.0,1
"Campbell, Isaiah",2602.9375031008153,89.51813776339114,89.7785297372968,4.531593207498791,-130.24593903854273,-5.553774417878331,26.01637640378229,17.703703703703702,76.0,230.0,0.0,0.0,0,0.0,27
"Cano, Yennier",2073.7332453797417,93.53583508896735,92.80681343455429,8.727310862763149,-135.90727308157378,-2.627909021154224,29.315642605170325,13.85897435897436,76.0,185.0,0.0,0.0,0,0.0,78
"Castano, Daniel",2290.879869067103,85.64850022318107,85.54634558925117,-6.330052229028405,-124.58874147646777,-4.059168933049725,28.639972621492127,51.0,75.0,231.0,0.0,0.0,0,0.0,4
"Castillo, Max",2091.709417089505,88.4972861676752,89.45124474112455,7.1172745969113915,-128.67611557515553,-4.300531498109028,24.12672337929012,48.857142857142854,74.0,280.0,0.0,0.0,0,0.0,7
"Castro, Harold",1602.9095238095238,60.37285714285714,59.05095238095238,2.8318158858568845,-87.811691437501,2.3094071921533668,29.463381245722108,14.5,70.0,195.0,0.0,0.0,0,0.0,2
"Castro, Kervin",2349.3660714285716,89.31294642857142,89.82142857142857,1.5998860458499053,-129.99980054237915,-4.74974967532763,24.11772758384668,15.0,72.0,185.0,0.0,0.0,0,0.0,2
"Castro, Miguel",2366.1941234181304,90.79553832135751,91.52587271099462,7.162511171287018,-132.0303571253872,-1.9819816337466745,28.53513968546186,13.574712643678161,79.0,201.0,0.0,0.0,0,0.0,87
"Cease, Dylan",2620.0963187168254,89.01026163997011,89.09677672763542,4.300045501221054,-129.50650675025062,-4.988086154073557,27.483641341546882,95.28571428571429,74.0,195.0,0.0,0.0,0,0.0,35
"Cecconi, Slade",2330.91308980538,88.99581448199747,89.08055445848564,6.010868665454757,-129.4128390640053,-3.320037878501302,24.19955890181763,49.44444444444444,76.0,219.0,0.0,0.0,0,0.0,9
"Cessa, Luis",2179.190831775393,86.63650518357751,85.76390501985917,2.949186346037003,-126.12390809264983,-4.2743077180147555,30.97707049965777,60.25,72.0,208.0,0.0,0.0,0,0.0,8
"Chafin, Andrew",2274.249425412027,88.99112965898604,89.47841304829163,-6.3865500647603906,-129.30649375454422,-6.518912025106871,33.0021339131135,14.455882352941176,74.0,235.0,0.0,0.0,0,0.0,68
"Chapman, Aroldis",2281.4522446673755,95.63014122305206,97.08531974608644,-2.096134880031938,-139.10821861010504,-6.7973600240496275,35.3636017948133,16.01388888888889,76.0,218.0,0.0,0.0,0,0.0,72
"Clase, Emmanuel",2624.9015082837873,96.61562259200062,97.34953507206744,1.0392473287221882,-140.71491624203802,-5.550873634179175,25.257383324460665,14.617283950617283,74.0,206.0,0.0,0.0,0,0.0,81
"Claudio, Alex",1830.0,80.85,79.55,-7.448300799612298,-117.4557185407242,1.192844172832645,31.17408167921515,5.333333333333333,75.0,187.0,0.0,0.0,0,0.0,3
"Clay, Sam",2106.5263157894738,86.41052631578947,85.7,-4.058887081697604,-125.79669196877556,-3.617986026779353,29.74674880219028,19.0,75.0,238.0,0.0,0.0,0,0.0,1
"Clemens, Kody",1226.8869047619048,51.30386904761905,49.2010119047619,1.9339156393397676,-74.530011680793,3.1082020342344285,27.0,10.25,73.0,200.0,0.0,0.0,0,0.0,4
"Clement, Ernie",1337.9,69.31,67.48,4.89585906145136,-100.70398832842106,0.5112285449769056,27.241615331964407,20.0,72.0,170.0,0.0,0.0,0,0.0,1
"Cole, Gerrit",2430.323338507028,92.64326443179236,92.54765531961928,6.1622936951427585,-134.71282958259008,-4.9269219614891,32.78599784883153,98.45714285714286,76.0,220.0,0.0,0.0,0,0.0,35
"Coleman, Dylan",2445.3237175243057,88.74807963929777,89.43255427141831,4.50155718186215,-129.13347313112175,-4.564385441210399,26.755291910664944,17.0,77.0,230.0,0.0,0.0,0,0.0,27
"Contreras, Roansy",2464.2422634202894,87.0074370796012,87.54532638463775,2.7397433859912854,-126.64902100359342,-3.395136860412217,23.525830318438118,58.42857142857143,72.0,175.0,0.0,0.0,0,0.0,21
"Corbin, Patrick",2056.311930551604,87.26709267432894,88.12209257698231,-6.896993771085463,-126.85803055809608,-5.277967070390771,33.924950678423315,87.8529411764706,76.0,222.0,0.0,0.0,0,0.0,34
"Cordero, Jimmy",2219.418312041286,94.29273634340329,95.70515827666428,5.981166426252439,-137.03581090568767,-6.911084716831884,31.55161826537597,16.457142857142856,76.0,240.0,0.0,0.0,0,0.0,35
"Cowart, Kaleb",2324.333333333333,90.66666666666669,91.03333333333336,6.113494692301576,-131.91810303880845,-4.080185075269334,30.781656399726216,3.0,75.0,225.0,0.0,0.0,0,0.0,1
