player_name,avg_release_spin_rate,avg_release_speed,avg_effective_speed,avg_vx0,avg_vy0,avg_vz0,age,avg_pitches,height,weight,bats,throws,recurrence,event,num_games
"Neal, Zach",2087.0740612391132,85.31504616716072,85.85384569247401,7.491803879862153,-124.05439316124264,-1.5119628672199954,34.764642612691894,33.0,75.0,220.0,0.0,0.0,0,0.0,14
"Nelson, Kyle",2508.968737550979,87.80199895828761,87.52687585252656,-2.636508010844887,-127.87626352522751,-3.5130145510501376,26.97497711050072,12.96103896103896,73.0,175.0,0.0,0.0,0,0.0,77
"Nelson, Ryne",2215.459368058796,89.38799350625372,89.96606557047357,3.1730165689982193,-130.08253065980097,-4.6652853322636165,25.3968514715948,75.2,75.0,184.0,0.0,0.0,0,0.0,35
"Nicolas, Kyle",2440.657058189655,93.06444440922922,94.00896615111563,4.13667769290717,-135.43944922533706,-4.562031305742217,24.59000684462697,27.75,76.0,223.0,0.0,0.0,0,0.0,4
"Nittoli, Vinny",2652.215186615186,87.00468468468469,88.59397683397682,7.085843560502518,-126.56342921959163,-2.250179639578474,32.59069130732375,14.75,73.0,210.0,0.0,0.0,0,0.0,4
"Nogosek, Stephen",2257.8088843507517,90.24097143882747,90.2089709498867,5.1755607467863936,-131.24879613971237,-5.218894386318865,28.3068218115446,35.666666666666664,73.0,201.0,0.0,0.0,0,0.0,15
"Nola, Aaron",2278.708167153836,87.04594964290325,87.78587216373498,5.9443010572599695,-126.59830419002996,-1.858223928537941,30.07824489354804,93.3157894736842,74.0,200.0,0.0,0.0,0,0.0,38
"Nolin, Sean",2092.4538123167154,84.69640762463342,84.97155425219941,-4.476483194861455,-123.25861512643823,-3.7334249872180063,33.27583846680356,36.5,76.0,250.0,0.0,0.0,0,0.0,2
"Norris, Daniel",1963.3233025746183,85.32161068098569,84.95194513819514,-7.816552273502961,-123.99536336025818,-3.0279686666518852,30.218685831622174,33.125,74.0,207.0,0.0,0.0,0,0.0,8
"Norwood, James",1817.2410569105693,91.18591463414634,91.72234756097562,7.3725396485175025,-132.52997587369143,-5.740551010056095,29.236595938854666,32.333333333333336,74.0,215.0,0.0,0.0,0,0.0,3
"Ober, Bailey",2201.769648995307,86.37287752961582,87.96858286151257,4.73202216928517,-125.70734472278892,-3.0278156026367355,27.9973565578607,85.41379310344827,81.0,260.0,0.0,0.0,0,0.0,29
"Oller, Adam",2101.7512607873828,88.95661803757405,88.8322813713371,5.425388193911434,-129.37789376355428,-3.0279763916462343,28.48368697239334,40.333333333333336,76.0,225.0,0.0,0.0,0,0.0,12
"Olson, Reese",2478.5686639517335,89.83928686286433,89.25302143597933,8.053689020956735,-130.56174271446818,-4.51495592370222,23.994524298425738,83.0,73.0,160.0,0.0,0.0,0,0.0,21
"Ottavino, Adam",2363.4191894541545,87.67450554237787,88.57087904913243,8.027443915867343,-127.41135730509059,-1.7901495527180527,37.593221745172464,15.515151515151516,77.0,246.0,0.0,0.0,0,0.0,66
"Oviedo, Luis",2210.904761904762,90.18095238095238,91.9047619047619,8.230776976952509,-131.11489923991292,-4.760455210164867,23.84394250513347,13.0,77.0,250.0,0.0,0.0,0,0.0,2
"Owings, Chris",1495.2222222222222,49.144444444444446,48.68888888888889,0.7293667613778773,-71.4174970411002,3.0641015469177795,31.79466119096509,9.0,70.0,185.0,0.0,0.0,0,0.0,1
"Padilla, Nicholas",2418.66632105251,86.86600539158086,86.659787792908,1.8618642169390258,-126.49677976145661,-2.150260878413446,26.4622404745608,33.333333333333336,74.0,220.0,0.0,0.0,0,0.0,3
"Palencia, Daniel",2276.6118092304278,95.5148053797452,96.73795884280655,7.959716294598964,-138.84455809119623,-4.697261619848781,23.535376581235578,18.296296296296298,71.0,160.0,0.0,0.0,0,0.0,27
"Pallante, Andre",2344.795786872991,92.19382743038796,92.67083322474038,5.556125506448813,-134.13672809174378,-4.501302392338595,24.789764650134263,18.076923076923077,72.0,203.0,0.0,0.0,0,0.0,65
"Pannone, Thomas",2301.237288135593,85.97118644067797,86.76949152542372,-5.183051526415562,-125.14310929706542,-3.3382997055983843,29.17180013689254,59.0,73.0,205.0,0.0,0.0,0,0.0,1
"Parsons, Wes",2355.8977272727275,89.38539325842697,89.73033707865169,6.038632260587233,-129.92267722235445,-4.192885743121226,31.066392881587955,89.0,77.0,206.0,0.0,0.0,0,0.0,1
"Patton, Spencer",1985.4594070961718,86.85356542830807,86.97469193660369,4.206823298746831,-126.43547767631144,-1.362196372949019,35.418891170431216,17.083333333333332,73.0,200.0,0.0,0.0,0,0.0,12
"Payamps, Joel",2513.0221863686893,89.68371931975021,89.10724308366264,6.870812860315492,-130.41676108054202,-3.570731851982577,29.217293465725295,15.917808219178083,74.0,225.0,0.0,0.0,0,0.0,73
"Peacock, Matt",2211.0166666666664,92.11833333333334,90.67666666666668,4.076293033566627,-134.05037657663422,-5.4333244022104425,29.055897786903945,10.333333333333334,73.0,185.0,0.0,0.0,0,0.0,3
"Pearson, Nate",2417.2319734091566,92.8390716816858,93.61012598626363,2.3841866539372516,-135.09242429827825,-4.054213712157669,26.819468338975526,21.405405405405407,78.0,255.0,0.0,0.0,0,0.0,37
"Peralta, Freddy",2265.8316591398916,88.81913141184327,89.80559380573365,7.4164321253917525,-129.14842862287207,-2.1990792275639066,27.057266712297512,92.03030303030303,71.0,199.0,0.0,0.0,0,0.0,33
"Peralta, Sammy",2137.9407302275504,83.5051171645675,84.29991432454473,-7.444605925934083,-121.37850242553941,0.620562194783561,25.288158795345655,23.6875,74.0,205.0,0.0,0.0,0,0.0,16
"Peralta, Wily",1963.25,90.17857142857144,89.63571428571429,3.706470011958635,-131.27123903325702,-6.611326445332376,33.865389002966005,27.666666666666668,73.0,255.0,0.0,0.0,0,0.0,3
"Perez, Hector",2287.294117647059,89.24117647058823,89.58823529411765,1.8998202369472528,-130.0063609469615,-3.69689485652458,26.98151950718686,16.0,75.0,223.0,0.0,0.0,0,0.0,2
"Pfaadt, Brandon",2465.700468162465,89.4626788643396,90.22342222043537,5.836358746068335,-130.15187349833673,-3.4906846830164646,24.808213552361394,78.92,76.0,220.0,0.0,0.0,0,0.0,25
"Phillips, Brett",1700.0,71.41428571428571,70.71428571428571,3.2751492663461628,-103.90219586915626,-1.6071019475003945,28.933607118412045,7.0,72.0,195.0,0.0,0.0,0,0.0,1
"Phillips, Connor",2409.3441504280454,92.4633061477335,92.62669510208298,2.8143171861310283,-134.5219222054867,-5.385163622327143,22.373169062286106,76.2,74.0,209.0,0.0,0.0,0,0.0,5
"Phillips, Evan",2415.8886869375565,90.46566049719686,90.78720784169045,5.402828196143401,-131.6512106389301,-2.774762702363609,28.788501026694046,14.705882352941176,74.0,215.0,0.0,0.0,0,0.0,68
"Pilkington, Konnor",2150.5,90.1725,90.3375,-5.747748987990577,-131.0964467438796,-5.995567297210625,25.61533196440794,40.0,75.0,240.0,0.0,0.0,0,0.0,1
"Pint, Riley",2158.6,93.22,94.47,7.755730148630621,-135.6574280896396,-1.8926902669433645,25.52498288843258,20.0,77.0,225.0,0.0,0.0,0,0.0,1
"Pivetta, Nick",2485.4543389896735,89.15871681733817,89.85156968721975,3.239915654296979,-129.6638781475736,-5.535191049434383,30.360164271047232,62.925,77.0,214.0,0.0,0.0,0,0.0,40
"Plassmeyer, Michael",2242.6238717709307,86.22147836912542,85.85372656166292,-6.778932525285666,-125.38467784165398,-2.397197128171824,26.547113848961903,63.333333333333336,74.0,197.0,0.0,0.0,0,0.0,3
"Plesac, Zach",1986.2001050505871,86.84534098923646,87.12407197115593,2.2737420592646327,-126.4080982959506,-5.288922129763777,28.211596753691204,69.14285714285714,75.0,220.0,0.0,0.0,0,0.0,7
"Poche, Colin",2315.866890721594,89.67816365442904,90.99163566065795,-3.130592297916949,-130.4603333880819,-5.782347409201705,29.43588866073466,14.11111111111111,75.0,225.0,0.0,0.0,0,0.0,72
"Pressly, Ryan",2771.9589966954063,88.85961074545496,88.64174044707588,0.662021753888885,-129.34254623541088,-4.1137348700082885,34.5470616994231,15.928571428571429,74.0,206.0,0.0,0.0,0,0.0,70
"Priester, Quinn",2277.9564513135424,89.2769275565757,89.78908151519668,3.3936473837698444,-129.9875046939291,-4.471497464274131,22.92785763175907,86.6,75.0,210.0,0.0,0.0,0,0.0,10
"Pérez, Eury",2439.2224210432164,91.19525758765303,92.04463706506732,5.591719451561953,-132.59277870344573,-6.075910779180563,20.227241615331963,79.7,80.0,220.0,0.0,0.0,0,0.0,20
"Quezada, Johan",2256.625,93.8,94.109375,6.357181392472864,-136.35640185921193,-6.3076057653758415,28.621492128678987,20.0,81.0,255.0,0.0,0.0,0,0.0,2
"Ragans, Cole",2371.0792707708397,90.84425939799793,90.52219140872097,-4.783185694298532,-132.1262506289437,-5.113049447493494,25.505023073016716,53.645161290322584,76.0,190.0,0.0,0.0,0,0.0,31
"Ramirez, Nick",2035.7915913222741,83.68639786529417,82.79220003215802,-8.623634491107891,-121.56243335924871,-2.681501785320636,33.90311050269983,20.47222222222222,76.0,232.0,0.0,0.0,0,0.0,36
"Ramsey, Lane",2430.770521236842,90.70932896695312,91.78414686589083,5.433583466095352,-131.97436478653336,-5.245794003639649,27.070955966233175,15.083333333333334,81.0,245.0,0.0,0.0,0,0.0,24
"Rea, Colin",2133.1707205674547,88.81118602970047,89.31044269679637,6.32664674869385,-129.17564263730947,-3.6990891321911428,32.99710419628284,77.53846153846153,77.0,235.0,0.0,0.0,0,0.0,26
"Reed, Jake",2258.2413793103447,83.88275862068966,82.28620689655173,8.217767336575644,-121.8463363878306,2.75052655182537,30.48870636550308,18.0,74.0,197.0,0.0,0.0,0,0.0,4
"Reyes, Denyi",2097.0858543802915,87.13037349122456,88.07716237507766,7.092680210661712,-126.68649528412762,-3.5443982717475215,26.55687885010267,37.1,76.0,255.0,0.0,0.0,0,0.0,10
"Reyes, Gerardo",2324.814709711819,91.74234384248837,90.76388446389461,4.875057997418095,-133.45869298504755,-3.8243428767065613,30.175678758840977,24.555555555555557,71.0,195.0,0.0,0.0,0,0.0,9
"Richardson, Lyon",2151.9758963094546,91.28213707844453,90.39767774031434,7.52341672781869,-132.72260775470312,-3.4627012765103222,23.515947980835044,70.0,74.0,207.0,0.0,0.0,0,0.0,5
"Robertson, David",2688.112633309767,89.33255790379651,89.91174650652249,6.153112763930276,-129.91563337996175,-4.3111275199423496,38.21816458695308,17.43076923076923,71.0,195.0,0.0,0.0,0,0.0,65
"Robertson, Nick",2148.6492929824335,91.31256864323058,92.71204487134861,6.531013110364069,-132.76477714296948,-4.893636947294905,25.045859000684466,21.77777777777778,78.0,265.0,0.0,0.0,0,0.0,18
"Rodriguez, Elvin",2450.255319148936,88.61489361702127,88.87872340425533,4.491401175198862,-128.82107416842382,-5.044198089889618,25.267624914442163,47.0,75.0,160.0,0.0,0.0,0,0.0,1
"Rodriguez, Grayson",2227.663502290619,90.53736548338108,91.78935857505707,7.3402063955744685,-131.59497741128922,-3.7600700190033858,23.61722739956826,85.5,77.0,230.0,0.0,0.0,0,0.0,26
"Rogers, Josh",2055.828375286041,85.11647597254004,84.74405034324943,-7.11379510830666,-123.70183116654546,-3.111595124969966,28.687200547570157,21.5,75.0,211.0,0.0,0.0,0,0.0,2
"Rogers, Taylor",2462.958629434331,85.28645965551354,84.52030623498078,-4.8274458588507905,-124.10475323250739,-2.17905596811306,32.508256331279945,13.625,75.0,190.0,0.0,0.0,0,0.0,64
"Rogers, Tyler",2120.4292650746806,77.92748278632263,76.9677769468762,7.880218829344683,-112.72104608311082,9.61680619203588,32.51315689406038,16.38888888888889,75.0,181.0,0.0,0.0,0,0.0,72
"Rojas, Josh",1487.404761904762,59.73857142857142,58.25809523809524,4.087151631745295,-86.59530962152158,2.785494431195361,28.959616700889804,18.0,73.0,207.0,0.0,0.0,0,0.0,2
"Rom, Drew",2125.58589093702,86.56612508463701,85.75889523034738,-4.871674729305278,-125.93331020437222,-2.4493099588427336,23.737850787132103,83.875,74.0,215.0,0.0,0.0,0,0.0,8
"Romo, Sergio",2670.909090909091,75.10000000000001,75.35454545454546,4.7976663337767,-109.1628874096048,-0.0584786104556616,40.06297056810404,11.0,71.0,185.0,0.0,0.0,0,0.0,1
"Rosenberg, Kenny",1959.333390076445,84.84912181891974,83.69660820362947,-4.773138704583566,-123.39077934020105,-4.4868492222296545,28.064491596319115,75.11111111111111,73.0,195.0,0.0,0.0,0,0.0,9
"Rosenthal, Trevor",2184.15,89.375,89.5,3.1831688877453383,-130.08439170722593,-6.185312866950738,32.824093086926766,20.0,74.0,230.0,0.0,0.0,0,0.0,1
"Rucker, Michael",2374.640774200492,90.10889806048633,90.27468223822018,5.937196472448475,-131.10473818340827,-3.832911624711062,29.06639288158795,19.763157894736842,73.0,200.0,0.0,0.0,0,0.0,38
"Rutledge, Jackson",2197.193688479255,91.54117464113799,91.32077939600563,6.624242863196684,-133.0897541202523,-4.935664171655009,24.475701574264207,86.5,80.0,251.0,0.0,0.0,0,0.0,4
"Ryan, Ryder",2191.3846153846152,88.76153846153846,88.75384615384615,5.912900767696812,-129.1350949379024,-1.2825242073839895,28.251882272416157,13.0,74.0,205.0,0.0,0.0,0,0.0,1
"Ryu, Hyun Jin",1984.6906321813565,82.21235790275254,82.60585997868982,-5.883425978658516,-119.55148197934649,-2.384040003002671,36.43556717068011,75.45454545454545,75.0,250.0,0.0,0.0,0,0.0,11
"Saalfrank, Andrew",2106.5180321168295,89.13743974354516,88.7061068688186,-4.326845079908316,-129.70069900977916,-4.953102694889646,26.080885635211143,12.304347826086957,75.0,205.0,0.0,0.0,0,0.0,23
"Salazar, Eduardo",2052.9695884874163,90.6624026020483,91.22835507172348,8.327113261728728,-131.78468355195713,-2.645942286363163,25.091375770020534,29.875,74.0,177.0,0.0,0.0,0,0.0,8
"Sanchez, Aaron",2359.859375,84.825,85.40317460317459,5.078354734881068,-123.38274433386968,-2.573685502358231,30.720054757015742,48.5,76.0,212.0,0.0,0.0,0,0.0,2
"Sandlin, Nick",2395.427675750626,85.12565334932822,85.38913708226431,7.980746677100104,-123.71590017627861,0.994562640315527,26.461028405201915,16.421875,71.0,175.0,0.0,0.0,0,0.0,64
"Santana, Dennis",2402.1315487193183,90.25995154073121,89.81353567345853,7.638500358460596,-131.1549783249458,-4.31201333806558,27.012320328542092,21.083333333333332,74.0,190.0,0.0,0.0,0,0.0,12
"Saucedo, Tayler",2316.1451787361025,87.37112256175519,88.06104791143714,-6.233424916523534,-127.08113456914326,-2.149830229296743,30.059948600725797,15.0,76.0,205.0,0.0,0.0,0,0.0,53
"Schmidt, Clarke",2776.6171013801977,88.85006700688683,89.09652754751018,3.6138162254342987,-129.38439599097623,-2.767603656712343,27.332572819225796,79.25,73.0,200.0,0.0,0.0,0,0.0,36
"Schoop, Jonathan",1847.7058823529408,73.95294117647059,71.5764705882353,7.249038864817653,-107.44446438007284,-2.2213082252648886,31.698836413415467,17.0,73.0,247.0,0.0,0.0,0,0.0,1
"Scott, Tanner",2666.180870544816,92.98040103684079,93.27515716570109,-7.874291048395348,-135.2232325670232,-3.2817963892236963,28.933045507994176,16.256410256410255,72.0,235.0,0.0,0.0,0,0.0,78
"Scott, Tayler",2415.4362437623377,88.51064213908866,87.87286361605267,4.67449963614485,-128.82873934870145,-0.9533939737212047,31.039490521679614,17.608695652173914,75.0,185.0,0.0,0.0,0,0.0,23
"Seabold, Connor",2187.3655038192915,88.62313610958606,88.50309030824594,7.093370523384791,-128.92986543586665,-2.8270010699335026,27.351659270053652,53.25806451612903,74.0,190.0,0.0,0.0,0,0.0,31
"Sears, JP",2188.268649930078,87.7340825269217,88.08816888532631,-4.6616206018290365,-127.6848579664542,-1.1075857659022703,27.355858378445646,87.87878787878788,71.0,180.0,0.0,0.0,0,0.0,33
"Selby, Colin",2447.762431336477,90.93885578911882,91.33536560252611,4.419893474047086,-132.31563793098283,-3.9336551628257115,25.858348815227664,20.80952380952381,74.0,220.0,0.0,0.0,0,0.0,21
"Senga, Kodai",2104.918101973222,89.4382498187356,89.64781656212392,5.4779151760313205,-130.06132153605506,-5.010625625464623,30.393676447859395,93.54838709677419,73.0,202.0,0.0,0.0,0,0.0,31
"Sewald, Paul",2508.523649178883,88.82211910995807,89.1571038100567,9.314838898264501,-129.03998292652747,-0.8126186446836516,33.108344380041416,15.708860759493671,75.0,219.0,0.0,0.0,0,0.0,79
"Shaw, Bryan",2371.4235288248337,89.86165361708008,89.1742315695551,6.501406856969472,-130.71248013437184,-3.9397903181911547,35.76481861738536,20.175,73.0,226.0,0.0,0.0,0,0.0,40
"Sheehan, Emmet",2233.743926037543,91.00102543036928,91.68553228632766,5.437454412599927,-132.4219417973608,-2.9255689106298384,23.73325510902513,78.71428571428571,77.0,220.0,0.0,0.0,0,0.0,14
"Sherriff, Ryan",2304.784107290559,85.08833628736855,84.60419630548664,-7.333619817751748,-123.63224409624617,0.7710679010455382,32.920700107558424,19.285714285714285,73.0,190.0,0.0,0.0,0,0.0,7
"Shreve, Chasen",1750.3342771940215,85.37803075860194,85.58352920123616,-4.2618213181900595,-124.26366218915344,-3.6562003897217648,32.89816716100084,15.074074074074074,76.0,180.0,0.0,0.0,0,0.0,54
"Shuster, Jared",2008.3308373594914,87.13654603713142,87.93203884206028,-3.05791794227202,-126.88267442820225,-4.136421440681148,24.803559206023273,68.14285714285714,75.0,210.0,0.0,0.0,0,0.0,14
"Small, Ethan",1937.3414855072463,88.45525362318841,88.87028985507247,-3.4504170914635695,-128.62255064328184,-6.18907730668246,26.331736253707504,36.333333333333336,76.0,215.0,0.0,0.0,0,0.0,3
"Smeltzer, Devin",2063.3686643196675,83.50199942046179,82.6525635001112,-6.806812323735906,-121.38952993700511,-2.742269435866275,27.72834436078789,40.111111111111114,75.0,195.0,0.0,0.0,0,0.0,9
"Smith, Drew",2527.9856658903573,90.3929970063654,89.91134674397718,6.391815911952039,-131.42452363319924,-3.206875242838458,29.755931132522505,17.215384615384615,73.0,192.0,0.0,0.0,0,0.0,65
"Smith-Shawver, AJ",2059.6957058718795,89.17122324605816,89.73676188893177,4.187778075109781,-129.70733704405734,-5.496930349184424,20.59441782645068,62.55555555555556,75.0,205.0,0.0,0.0,0,0.0,9
"Smyly, Drew",2111.920700823819,84.65090379760493,83.84380054041402,-5.205441380731851,-123.1561829799031,-4.481203358126062,34.07611861897713,57.325581395348834,74.0,190.0,0.0,0.0,0,0.0,43
"Snell, Blake",2295.3798668644663,90.08327046087982,90.77747385968286,-5.724824526867391,-130.87433495952223,-7.308387109176041,30.550227483190405,95.41176470588235,76.0,225.0,0.0,0.0,0,0.0,34
"Snider, Collin",2578.1453903952884,90.67452445530253,90.39955043130558,7.987215728732767,-131.83442846792192,-1.9029525551062394,27.819420885040028,18.26086956521739,76.0,195.0,0.0,0.0,0,0.0,23
"Snyder, Jack",2227.0,87.58,87.0,5.152772112666438,-127.39601131240084,-4.306343096174335,136.45995893223818,5.0,69.0,168.0,0.0,0.0,0,0.0,1
"Solomon, Peter",2203.4927556711414,89.19392128049788,89.41354835315165,4.646356192930763,-129.75651587436715,-5.134503044324431,26.66073465662788,42.833333333333336,76.0,211.0,0.0,0.0,0,0.0,6
"Soriano, George",2344.4934313517306,88.95180507215325,89.16562008667586,4.69705064663711,-129.43986865172513,-2.267615601434638,24.36241032271148,33.2962962962963,74.0,210.0,0.0,0.0,0,0.0,27
"Soriano, José",2090.1779482308407,92.72064709924018,92.95424246403577,3.640323549193635,-134.89336107521643,-4.241911471575056,24.781872545840987,18.263157894736842,75.0,220.0,0.0,0.0,0,0.0,38
"Soto, Gregory",2376.083683892815,94.26434776837101,94.90658953809788,-7.095729978445215,-137.04706924775698,-5.136088090366197,28.380701662015827,14.179487179487179,73.0,234.0,0.0,0.0,0,0.0,78
"Speas, Alex",2646.389016018307,92.32623951182302,92.42913806254766,4.01649990519732,-134.36476983826284,-4.378830980381203,25.380789413643626,21.666666666666668,75.0,225.0,0.0,0.0,0,0.0,3
"Speier, Gabe",2076.981892551274,91.26156948358746,90.74232224787046,-5.648660873324489,-132.79199036946991,-3.0560809083502076,28.202675967858383,11.178082191780822,71.0,200.0,0.0,0.0,0,0.0,73
"Spiers, Carson",2273.696389386476,88.79978513584118,89.30206961859979,5.199721849605154,-129.23723212616406,-2.3552115780729554,25.841204654346335,72.75,75.0,205.0,0.0,0.0,0,0.0,4
"Steckenrider, Drew",2134.625,92.05625,91.49375,2.8196649484381453,-133.95091156760884,-6.463790580633441,32.1927446954141,12.4,76.0,235.0,0.0,0.0,0,0.0,5
"Stephan, Trevor",2206.085452800492,90.21979149137617,90.89812042989742,5.310083211930807,-131.29101938155347,-4.34461736796447,27.57650924024641,15.48,77.0,225.0,0.0,0.0,0,0.0,75
"Stone, Gavin",1968.6755902061834,90.0310752006402,90.52329008125604,6.270851947695601,-130.95740561835703,-4.132520381852028,24.72613886987604,63.888888888888886,73.0,175.0,0.0,0.0,0,0.0,9
"Stoudt, Levi",2154.88645634738,89.1467026213887,89.6938758731635,4.642129274578073,-129.72252783660127,-3.9749714811501264,25.498973305954827,56.0,73.0,195.0,0.0,0.0,0,0.0,4
"Strahm, Matt",2510.5955214652236,90.40274514936677,90.22564536988824,-7.4073854993113715,-131.4103855345679,-3.142092745467005,31.675938025013995,23.59090909090909,74.0,190.0,0.0,0.0,0,0.0,66
"Stratton, Chris",2697.9018106628305,89.20312884026181,89.81559149805776,4.73837856466348,-129.79884099830457,-4.293886889299644,32.86196668948209,20.819444444444443,74.0,205.0,0.0,0.0,0,0.0,72
"Stratton, Hunter",2678.2379607882453,92.08163896420538,92.56055922431635,3.139429361297827,-134.0454995510669,-6.019295135557616,26.831622176591377,21.75,76.0,225.0,0.0,0.0,0,0.0,8
"Strickland, Hunter",2363.478260869565,89.12608695652175,88.25217391304348,8.090691385985206,-129.48474654558456,-3.402629350045,34.484599589322386,9.75,75.0,225.0,0.0,0.0,0,0.0,4
"Strzelecki, Peter",2413.1153132808663,87.1201563581475,87.57898017896505,6.672407969885261,-126.68943326126357,-0.6731936981807697,28.541159579973627,16.634146341463413,74.0,195.0,0.0,0.0,0,0.0,41
"Swarmer, Matt",2006.3125,84.55,84.51875,1.8347043235630995,-123.0296084633941,-7.233337375898095,29.48117727583847,9.0,77.0,195.0,0.0,0.0,0,0.0,4
"Sweet, Devin",2173.0046117747797,87.48427858789205,87.81788860532558,2.5212770781473006,-127.36096006513934,-4.013005406099395,26.926762491444215,21.625,71.0,183.0,0.0,0.0,0,0.0,8
"Tapia, Domingo",2189.247476741677,95.27544183594459,94.48557611737758,5.978030323357091,-138.5068924766028,-5.554521575653265,31.71841204654346,17.65,75.0,263.0,0.0,0.0,0,0.0,20
"Tepera, Ryan",2296.7898779797774,87.2688887695429,87.32573322844657,5.432884176154383,-126.9459468733459,-3.6873321323539585,35.46531384627773,16.705882352941178,73.0,195.0,0.0,0.0,0,0.0,17
"Then, Juan",2195.1836820586823,91.15069064325841,91.36917980977061,9.177253436310696,-132.44186706338024,-2.9165273655939714,23.27173169062286,18.555555555555557,73.0,200.0,0.0,0.0,0,0.0,9
"Thompson, Keegan",2569.1690027617956,89.80604144949969,89.54484646674656,4.455312997864239,-130.6837309842978,-4.651937842490951,28.16081897449633,22.043478260869566,74.0,210.0,0.0,0.0,0,0.0,23
"Thompson, Zach",2424.5,87.53846153846153,88.11538461538461,2.697100176524529,-127.4492967298878,-5.24107772501297,29.403148528405204,24.5,79.0,250.0,0.0,0.0,0,0.0,2
"Thompson, Zack",2173.8701294837156,87.16160563432717,88.08442408860932,-2.4755990089523503,-126.86569609939993,-2.647248298870316,25.61332420716404,40.96666666666667,74.0,215.0,0.0,0.0,0,0.0,30
"Thornton, Trent",2698.421235511092,86.90821011679255,86.99286889152863,4.812020559057926,-126.48002628534219,-1.5461451597442815,29.848323066392876,16.266666666666666,72.0,190.0,0.0,0.0,0,0.0,30
"Tice, Ty",2318.074074074074,90.81111111111112,90.84074074074071,6.22163802093098,-132.1436837983722,-3.0791272358837745,26.71731690622861,16.0,69.0,185.0,0.0,0.0,0,0.0,2
"Topa, Justin",2267.715102485291,90.36229369951262,89.98496699899594,7.032823692289923,-131.42732560951438,-0.3113967441290774,32.3196354153129,13.620253164556962,76.0,200.0,0.0,0.0,0,0.0,79
"Toussaint, Touki",2168.8272643785085,86.9651057985523,88.19274600976749,4.510495153160682,-126.53489792131361,-3.024480681130007,27.128815879534567,79.75,75.0,215.0,0.0,0.0,0,0.0,20
"Trejo, Alan",1483.1666666666665,60.345,59.26333333333333,3.846753993207896,-87.65074492981718,2.153168087104412,26.926762491444215,12.5,74.0,205.0,0.0,0.0,0,0.0,2
"Uribe, Abner",2337.842253018473,96.18674876050602,96.55604072167104,4.2257284218776885,-139.93903638553738,-5.960502376819437,23.165111958541118,15.942857142857143,75.0,225.0,0.0,0.0,0,0.0,35
"Valdez, Phillips",2245.043478260869,90.62608695652176,91.55217391304348,8.426843723862536,-131.6533664163028,-2.30862102438599,31.337440109514034,20.0,74.0,160.0,0.0,0.0,0,0.0,2
"Vallimont, Chris",2472.0,85.87272727272727,86.65454545454544,1.1095548994067157,-124.95233592823466,-2.2231914316815926,26.29158110882957,11.0,77.0,240.0,0.0,0.0,0,0.0,1
"Vargas, Carlos",2238.79704911102,96.19646696350128,97.26533638293441,5.867598967237896,-139.92031465580757,-5.62014284256815,23.45790554414784,14.8,76.0,210.0,0.0,0.0,0,0.0,10
"Varland, Louie",2245.998406184157,92.39116754997585,93.51312236493573,5.275265243087823,-134.4492175775517,-3.97125303072212,25.60495695089881,58.421052631578945,73.0,205.0,0.0,0.0,0,0.0,19
"Veneziano, Anthony",1957.4986559139786,90.22647849462365,90.16834677419355,-6.075081668283611,-131.17879073842744,-4.3555108420716575,26.069815195071868,27.5,77.0,205.0,0.0,0.0,0,0.0,2
"Vesia, Alex",2381.334336415579,91.76369570302982,92.07591244007958,-3.390702776189718,-133.57446502140309,-4.5307436005056,27.225938928263897,15.016129032258064,73.0,209.0,0.0,0.0,0,0.0,62
"Vespi, Nick",2362.379668877263,85.5271163022814,84.8515027563195,-5.902446754043182,-124.43385122945394,-3.7899200567071674,27.723228174973556,19.90909090909091,75.0,215.0,0.0,0.0,0,0.0,11
"Villar, David",1702.5,67.075,64.5625,3.3901611421006463,-97.69674384598667,0.4127196743427135,26.39835728952772,8.0,73.0,215.0,0.0,0.0,0,0.0,1
"Vines, Darius",2050.045243236039,85.33416979874718,85.71059940468257,6.17016547744879,-124.1428698520306,-4.75743950581997,25.37056810403833,61.6,73.0,190.0,0.0,0.0,0,0.0,5
"Vodnik, Victor",2062.3320579947767,94.32814494298798,95.83551067838833,7.207583643582879,-137.2769101024435,-2.251407363973709,23.87953456536619,28.428571428571427,72.0,200.0,0.0,0.0,0,0.0,7
"Vosler, Jason",1552.25,59.18833333333333,56.91833333333334,4.404365947205181,-86.08519684705834,0.4553256094944372,29.61122518822724,12.5,73.0,220.0,0.0,0.0,0,0.0,2
"Vásquez, Randy",2526.559306603445,89.21448530690576,88.96925705248202,7.890417587202454,-129.64979459589708,-3.77841027495704,24.746064339493497,60.916666666666664,72.0,165.0,0.0,0.0,0,0.0,12
"Waldichuk, Ken",2126.161219122423,88.17920204221831,89.17085541546642,-6.804725896431413,-128.20779382338227,-2.597218012240676,25.454316739737685,71.94594594594595,76.0,220.0,0.0,0.0,0,0.0,37
"Waldron, Matt",1633.623674952306,84.93632118728607,85.10465937617724,4.723779255698478,-123.55845549500047,-1.9888046896553164,26.926420260095824,84.125,74.0,185.0,0.0,0.0,0,0.0,8
"Walker, Jeremy",2180.1971677559914,88.27592592592592,87.27968409586057,4.816589797919355,-128.48473028934654,-2.6086277106772933,27.764544832306637,30.5,77.0,235.0,0.0,0.0,0,0.0,2
