player_name,previous_injury_date,next_injury_date,num_games,average_spin_rate,average_velocity,average_effective_speed,average_vx0,average_vy0,average_vz0,weight,height,bats,throws,recurrence,EVENT
"Avila, Pedro",2024-01-01,2024-12-31,57,2261.5948700317153,87.13983077925461,87.30380889476149,3.1271728216507406,-126.85478135751924,-3.459422838560212,210.0,71.0,2,1,0,False
"Baker, Bryan",2024-01-01,2024-12-31,21,2236.062959031289,90.22701329400026,90.65419988712667,2.1773108512839943,-131.3112834908424,-6.028795097085372,245.0,78.0,2,1,0,False
"Balazovic, Jordan",2024-01-01,2024-12-31,2,1951.7,90.11,90.6,6.0038128259884616,-131.1165176057283,-4.558106608209146,215.0,77.0,2,1,0,False
"Banks, Tanner",2024-01-01,2024-12-31,66,2246.431360091588,88.86342361875208,88.52118936103608,-6.490802850472528,-129.249052388565,-4.60233275686427,210.0,73.0,2,0,0,False
"Barlow, Scott",2024-01-01,2024-12-31,66,2496.766949730124,83.72914140949494,84.5753014294504,3.300824221491925,-121.88772361784827,-1.8095935620824826,210.0,75.0,2,1,0,False
"Barnes, Jacob",2024-01-01,2024-12-31,65,2404.5418790714616,92.12340789209294,93.28664951844738,3.6968251433295167,-134.13826141598807,-4.993914036521009,231.0,74.0,2,1,0,False
"Barnes, Matt",2024-01-01,2024-12-31,18,1889.6369938616097,86.20985607478386,86.93680414816313,4.995777971493345,-125.38000996382317,-5.035688433071344,208.0,76.0,2,1,0,False
"Barnhart, Tucker",2024-01-01,2024-12-31,1,1250.1818181818182,46.0,43.42727272727273,2.2780775785682232,-66.40549627242832,5.3846949392193855,192.0,71.0,0,1,0,False
"Barria, Jaime",2024-01-01,2024-12-31,3,2102.9893522626444,87.34733806566105,87.04964507542147,5.197467678355734,-127.09358944797094,-4.875849980672196,210.0,73.0,2,1,0,False
"Bassitt, Chris",2024-01-01,2024-12-31,33,2137.100894910783,86.3769415030766,86.4898511659174,5.126095441850778,-125.64728865730793,-1.7477790418432992,215.0,77.0,2,1,0,False
"Bauers, Jake",2024-01-01,2024-12-31,4,1629.09469185785,65.1438877642825,62.656455240665764,-2.3400018070462965,-94.84684516962011,-0.6026662695316265,195.0,73.0,1,0,0,False
"Baumann, Mike",2024-01-01,2024-12-31,58,2314.480157523486,92.37290140857863,92.99989360391189,5.316827958164442,-134.37298178745587,-4.8476464126034475,235.0,76.0,2,1,0,False
"Beede, Tyler",2024-01-01,2024-12-31,15,1641.6661174033773,87.03441881261367,87.19775665963246,5.604647277641491,-126.59312724657921,-2.592131267399573,216.0,74.0,2,1,0,False
"Beeks, Jalen",2024-01-01,2024-12-31,76,2139.4722902843027,91.1643620320185,91.81429632259452,-3.592488634697688,-132.68993565323234,-5.430584380349721,200.0,71.0,1,0,0,False
"Bellatti, Andrew",2024-01-01,2024-12-31,3,2436.9482401656314,90.02705314009661,89.47222222222221,5.210364879943523,-131.00213107608832,-4.265714806752615,190.0,73.0,2,1,0,False
"Bibee, Tanner",2024-01-01,2024-12-31,37,2425.4862000787816,88.8502637211912,89.42316068918291,5.774279302711655,-129.24537506235617,-4.525766947741374,205.0,74.0,2,1,0,False
"Bickford, Phil",2024-01-01,2024-12-31,11,2168.0640807917844,90.40262552436533,91.4348247795975,6.595794590327074,-131.51825666961074,-2.1807795467820257,200.0,76.0,2,1,0,False
"Bielak, Brandon",2024-01-01,2024-12-31,18,2280.2548995311367,88.23641663335627,86.90538506032232,3.5280865232395295,-128.38296143941082,-4.314075585318899,208.0,74.0,1,1,0,False
"Blach, Ty",2024-01-01,2024-12-31,22,2112.6164190047657,85.00573734186449,83.53922934607017,-8.657562597450058,-123.56930787147178,-2.679838962750909,215.0,73.0,2,0,0,False
"Blanco, Ronel",2024-01-01,2024-12-31,33,2028.4049424582815,88.27007338363195,89.00938240506203,3.604789968325265,-128.43285999843164,-4.720749107642522,180.0,72.0,2,1,0,False
"Blewett, Scott",2024-01-01,2024-12-31,15,2016.173808924026,89.37171812363808,90.72312513954253,5.491300742633105,-129.98457863407725,-5.762880715942989,245.0,78.0,2,1,0,False
"Bote, David",2024-01-01,2024-12-31,1,1461.4,67.12666666666667,66.27333333333334,4.540783797255927,-97.72255934630387,-1.6027161683119908,205.0,73.0,2,1,0,False
"Boushley, Caleb",2024-01-01,2024-12-31,3,2238.4438501206932,86.09736394557824,86.01706989247312,3.556522490696081,-125.3744122017963,-3.3227727834860232,190.0,75.0,2,1,0,False
"Bowlan, Jonathan",2024-01-01,2024-12-31,1,2274.4411764705883,91.79117647058824,92.08382352941176,7.448204409944189,-133.37032297953294,-5.448339574020004,240.0,78.0,2,1,0,False
"Brice, Austin",2024-01-01,2024-12-31,3,2305.1031746031745,89.97916666666667,88.9654761904762,6.743338883432344,-130.88591580372676,0.09450675058564363,238.0,76.0,2,1,0,False
"Brieske, Beau",2024-01-01,2024-12-31,55,2390.246582751864,92.50291042578503,92.21206653852775,4.869040991551098,-134.5250016818415,-6.43573286672443,200.0,75.0,2,1,0,False
"Brigham, Jeff",2024-01-01,2024-12-31,3,2508.5055555555555,89.41444444444444,88.90277777777777,5.596915305739383,-130.0971575239335,-3.300980209489178,195.0,72.0,2,1,0,False
"Brooks, Aaron",2024-01-01,2024-12-31,6,2112.1972686939102,88.7474416142309,88.39751178952594,6.659047199712541,-129.02419007825742,-4.832299661134609,230.0,76.0,2,1,0,False
"Brown, Hunter",2024-01-01,2024-12-31,34,2182.5698359172547,92.23895734232464,92.62606292798718,4.676393823621228,-134.15403648062437,-5.339979499719593,212.0,74.0,2,1,0,False
"Bruihl, Justin",2024-01-01,2024-12-31,10,2449.1480615443666,84.62039382210563,85.38369132919625,-7.2465986984102075,-123.07242514906714,-2.17107632477013,215.0,74.0,1,0,0,False
"Buchanan, David",2024-01-01,2024-12-31,3,2137.0271272563364,86.55519597598705,85.94024934947856,5.773258397350426,-125.91621476420049,-4.026448823697795,200.0,75.0,2,1,0,False
"Bummer, Aaron",2024-01-01,2024-12-31,60,2334.291756860339,87.91537110424649,87.88079799483819,-6.1623474726211045,-127.88553955154077,-1.630324706864194,215.0,75.0,1,0,0,False
"Burnes, Corbin",2024-01-01,2024-12-31,35,2714.6102611474685,90.29817352762244,90.77800690066799,2.1483083961198446,-131.4392437415008,-4.987512527570276,225.0,75.0,2,1,0,False
"Burr, Ryan",2024-01-01,2024-12-31,34,2405.138216631737,88.70186598061161,89.85697929678487,4.426386776790885,-129.07687296319713,-5.3489252021533185,220.0,76.0,2,1,0,False
"Busenitz, Alan",2024-01-01,2024-12-31,5,2370.7534893267652,89.2633774630542,88.56458846469623,3.6690050883384178,-129.96509262752468,-3.9948903233538284,180.0,73.0,2,1,0,False
